id,brand,model,version,year,km,sell_price,purchase_price
1777,YAMAHA,X-MAX,250,2007,41000,   1990.0,
1793,HARLEY DAVIDSON,TOURING,ELECTRA GILDE ULTRA CLASSIC,2011,32000,  10990.0,
1796,DAELIM,DAYSTAR,125 FI,2007,5000,   1290.0,
1809,BMW,C,650 SPORT,2019,10500,   6990.0,
1810,KAWASAKI,VERSYS,650,2018,3000,   6890.0,
1852,SUZUKI,INTRUDER,125,2007,14356,   2190.0,
1915,SYM,CRUISYM,125,2021,6700,   2990.0,
1933,HARLEY DAVIDSON,SPORTSTER,XL 1200,2006,30000,   6490.0,
1940,BMW,R,1200 GS,2013,72160,   9490.0,
2124,KAWASAKI,Z,650,2018,3663,   4890.0,
2436,YAMAHA,YZF,R 6,2006,23000,   3790.0,
2491,PIAGGIO,LIBERTY,125,2021,4800,   1990.0,
2572,HONDA,CBR,600 RR,2006,11000,   4990.0,
2577,HARLEY DAVIDSON,TOURING,ELECTRA GILDE ULTRA CLASSIC,2003,80,   9990.0,
2602,HONDA,SILVER WING,600,2008,23000,   3990.0,
2618,APRILIA,DORSODURO,750,2009,34000,   4990.0, 3400.0
2628,YAMAHA,BT,1100 BULLDOG,2004,31000,   3390.0,
2645,KAWASAKI,ER,6N,2008,37000,   2690.0,
2674,BMW,R,1150 RT,2002,86000,   3990.0,
2696,KTM,EXC,300 SIX DAYS,2020,1500,   6990.0,
2776,HARLEY DAVIDSON,SPORTSTER,FORTY EIGHT 1200,2014,15000,  10990.0,
2809,SUZUKI,INTRUDER,C 1500,2005,60000,   4990.0,
2810,APRILIA,TUONO,1000,2006,17000,   4490.0,
2823,HONDA,CBF,600 N,2012,28,   3990.0,
2866,YAMAHA,MT,09,2018,21000,   7990.0,
2937,BMW,K,1200 GT,2007,129000,   4790.0,
2949,KAWASAKI,Z,900,2018,14000,   6690.0,
2966,HARLEY DAVIDSON,SPORTSTER,1200 CUSTOM,2012,21000,   8290.0,
2972,KYMCO,GRAND DINK,300,2018,6500,   2990.0,
2985,APRILIA,HABANA,50,2004,8000,    990.0,
3001,SUZUKI,GSX,R 600,2004,55000,   2290.0,
3032,DAELIM,BESBI,125 CC,2011,10097,    990.0,  200.0
3140,HONDA,CBR,600 F,2001,48000,   2290.0,
3148,HONDA,VT,750 SHADOW,2010,12500,   4990.0,
3182,SUZUKI,V-STROM,650,2014,40000,   5190.0,
3188,YAMAHA,T-MAX,530,2015,39500,   7490.0,
3207,HONDA,CBR,600 F,2002,46000,   1990.0,
3234,MACBOR,ROCKSTER,125,2019,3500,   1790.0,
3262,DUCATI,MONSTER,696,2009,46200,   3990.0,
3341,BMW,K,1200 R,2006,38000,   4990.0,
3423,HONDA,CB,600 F HORNET,2008,66000,   2590.0,
3441,BMW,F,700 GS,2015,40000,   6490.0,
3462,YAMAHA,XVS,650 DRAG STAR CLASSIC,2003,50000,   2990.0,
3472,YAMAHA,AEROX,50 R,2015,500,   1090.0,
3484,KTM,DUKE,690,2016,9000,   5490.0,
3492,HONDA,FORZA,300,2020,7000,   4690.0,
3500,YAMAHA,XV,950,2016,7980,   6790.0,
3526,HONDA,AFRICA TWIN,CRF 1000L,2018,15000,  10990.0,
3545,KAWASAKI,ER,6N,2011,14000,   3090.0,
3555,YAMAHA,MT,07,2017,28000,   4390.0,
3611,HONDA,CB,900 F,2002,45,   2190.0,
3631,YAMAHA,MAJESTY,125,2006,19000,   1190.0,
3633,BMW,K,75,1988,66000,   2990.0,
3645,BMW,K,1200 R,2006,34000,   5490.0, 4000.0
3648,YAMAHA,T-MAX,530,2016,20,   7290.0,
3653,HONDA,INTEGRA,INTEGRA,2017,8750,   6590.0,
3668,HONDA,VFR,800 FI,2003,88000,   2990.0,
3693,HONDA,NT,700,2007,23000,   4490.0,
3741,SYM,JET,50,2021,12400,   1790.0,  800.0
3756,BMW,C,600 SPORT,2015,12000,   6190.0,
3779,YAMAHA,V-MAX,V-MAX,2005,11,   5890.0,
3781,HARLEY DAVIDSON,SPORTSTER,1200 CUSTOM,2007,41000,   7290.0,
3815,YAMAHA,YZF,R 6,2007,18300,   3990.0,
3822,DUCATI,MONSTER,821,2018,10900,   7690.0,
3830,KYMCO,SUPER DINK,300,2013,24000,   2190.0,
3836,KAWASAKI,ZZR,1400,2003,33000,   5990.0,
3848,BMW,R,1200 GS,2009,40000,   8990.0,
3872,KEEWAY,SUPERLIGHT,125,2013,4000,   1590.0,
3890,HONDA,VT,750 SHADOW,2006,16000,   4990.0,
3894,HONDA,CBR,600 RR,2007,32000,   4390.0,
3907,SUZUKI,BURGMAN,250,2006,38152,   1490.0,
3908,TRIUMPH,THRUXTON,THRUXTON,2017,7000,   7790.0,
3914,SUZUKI,MARAUDER,250,2005,22500,   1690.0,
3921,KEEWAY,RKS,125,2018,7500,   1390.0,
3922,KAWASAKI,Z,900,2020,15000,   7890.0,
3930,HONDA,FMX,650,2007,33700,   3290.0,
3965,KAWASAKI,Z,750,2007,41000,   3290.0,
3982,BMW,S,1000 R,2019,20000,  10490.0,
4050,SYM,SYMPHONY,125,2018,6000,    900.0,
4054,KAWASAKI,ZX,6R,2007,27000,   4490.0,
4061,KTM,SX,125,2015,5,   3490.0,
4070,SUZUKI,GSX,R 750,2011,12,   7990.0,
4075,HONDA,CBR,1000 RR FIREBLADE,2020,7500,  21990.0,
4083,YAMAHA,MT,07,2016,20000,   4490.0,
4100,YAMAHA,FZ6,N,2008,34000,   3490.0,
4121,KAWASAKI,VERSYS,650,2007,70000,   2490.0,
4129,KYMCO,SUPER DINK,350,2019,500,   4190.0,
4161,MASH,CAFÃ‰ RACER,125,2017,3900,   1990.0,
4185,KAWASAKI,Z,125,2021,3500,   3490.0,
4195,DAELIM,ROADWIN,125 CC,2009,16000,   1290.0,
4211,SYM,CRUISYM,125,2021,4350,   1300.0,
4218,HONDA,SH,300,2009,13000,   2690.0,
4240,HONDA,CBR,600 RR,2004,30700,   3990.0, 2400.0
4251,YAMAHA,T-MAX,530,2017,18500,   7790.0,
4290,KAWASAKI,Z,125,2021,7500,   3790.0,
4364,YAMAHA,FZ1,S,2006,15200,   5390.0,
4397,YAMAHA,XV,950,2016,17000,   6690.0,
4419,DUCATI,MONSTER,696,2014,20,   5790.0,
4423,HARLEY DAVIDSON,SOFTAIL,FAT BOY,2011,30000,  16590.0,
4489,SUZUKI,INAZUMA,250,2016,4000,   3090.0,
4536,KAWASAKI,ER,5,2006,11000,   1990.0,
4559,SUZUKI,GLADIUS,650,2009,16500,   3490.0,
4568,BMW,C,600 SPORT,2015,9900,   6090.0,
4575,KAWASAKI,Z,750,2006,76000,   2790.0, 1500.0
4606,KAWASAKI,VERSYS,1000,2012,60000,   6790.0,
4649,KTM,SUPERMOTO,690,2015,9000,   4290.0,
4671,SUZUKI,GSR,600,2007,12000,   3090.0,
4692,MACBOR,SHIFTER,125,2020,300,   1990.0,
4720,HONDA,CBR,600 RR,2007,40000,   3890.0,
4742,KEEWAY,RKV,125,2017,4000,   1590.0,
4754,KAWASAKI,VERSYS,650,2013,15800,   4590.0,
4755,DUCATI,PANIGALE,1199,2019,25000,  12990.0,
4788,BMW,C,600 SPORT,2015,41000,   4890.0,
4826,SUZUKI,GSR,600,2006,20000,   3490.0,
4875,KYMCO,X CITING,400 S,2022,46,   4490.0,
4887,VESPA,PRIMAVERA,125,2021,300,   3790.0,
4929,YAMAHA,MT,07,2018,13000,   5690.0,
4932,YAMAHA,FZ1,S,2010,41000,   5290.0,
4940,KAWASAKI,Z,900,2019,7600,   6590.0,
5022,HONDA,CBF,125,2009,8000,   1790.0,
5023,SYM,JET,125,2021,1000,   2790.0,
5080,HONDA,CBR,600 F,2005,20000,   3290.0,
5115,KAWASAKI,ER,6N,2012,372825,   3390.0, 2000.0
5128,HONDA,CBR,1000 RR,2007,65000,   4490.0,
5132,BENELLI,TRK,502,2019,3800,   5190.0,
5133,YAMAHA,XT,660 R,2006,39000,   3990.0,
5143,HONDA,NT,650,2007,68,   2490.0, 1400.0
5171,MASH,CAFÃ‰ RACER,125,2017,2400,   1890.0,
5347,SYM,JOYMAX,125,2017,5090,   2790.0, 1800.0
5361,SUZUKI,V-STROM,650,2017,2600,   7390.0,
5429,SYM,FIDLE II,125,2017,5000,   1590.0,
5444,DERBI,SENDA,R X-TREME,2019,3000,   1990.0,
5464,BMW,K,1200 GT,2007,99500,   5490.0,
5616,KAWASAKI,Z,125,2020,8500,   3390.0,
5624,BMW,S,1000 XR,2020,15000,  16090.0,
5627,BENELLI,LEONCINO,500,2019,2500,   4990.0,
5696,KTM,ADVENTURE,1290,2018,70000,   9890.0,
5841,VESPA,GTS,125,2018,4000,   3990.0,
5951,KTM,RC,390,2019,19000,   3890.0,
5957,KAWASAKI,Z,900,2019,4600,   6790.0,
5976,SYM,FIDLE II,50,2020,3459,   1290.0,
5998,KAWASAKI,Z,750,2008,17000,   3890.0,
6038,YAMAHA,YZF,R 6,2008,54000,   5490.0,
6055,VESPA,SPRINT,50,2018,438,   2390.0,
6057,KAWASAKI,VULCAN,S,2021,4500,   6490.0,
6065,SYM,GTS,125 EVO EFI,2009,23735,   1290.0,
6086,SYM,MAXSYM,600,2019,14800,   4790.0,
6095,SUZUKI,GSR,600,2011,21000,   2990.0,
6097,HARLEY DAVIDSON,STREET GLIDE,SPECIAL,2018,10000,   6090.0,
6116,BMW,K,1200 S,2008,40000,   5990.0,
6117,SUZUKI,BURGMAN,200,2019,10000,   3590.0, 2500.0
6121,YAMAHA,XJ6,600  DIVERSION S,2010,30000,   3590.0,
6140,BMW,S,1000 XR,2021,10000,  19990.0,
6149,KYMCO,AK,550,2017,20000,   5890.0,
6153,BMW,R,1200 GS,2018,30000,  13490.0,
6270,BMW,F,750 GS,2015,30000,   8790.0,
6283,BMW,F,650 CS SCARVER,2004,40000,   1790.0,
6306,HONDA,CBR,650 R,2020,10000,   8390.0,
6322,HONDA,CBF,600 S,2008,40000,   3090.0,
6334,SUZUKI,V-STROM,650,2019,10000,   7490.0,
6339,BMW,F,800 R,2018,10000,   6090.0, 5000.0
6346,BMW,S,1000 XR,2017,40000,  12490.0,
6355,HONDA,VTX,1800,2006,30000,   6990.0,
6367,KAWASAKI,Z,900,2019,30000,   6690.0,
6375,HARLEY DAVIDSON,SPORTSTER,883 CUSTOM,2007,50000,   5990.0,
6378,TRIUMPH,SPEEDMASTER,900,2008,20000,   6390.0,
6380,KAWASAKI,ZX,10R,2008,40000,   5490.0, 3500.0
6389,BMW,R,1200 GS,2018,20000,  15290.0,
6393,TRIUMPH,TIGER,800,2011,60000,   6190.0,
6410,BMW,R,1200 RT 110 CV,2014,30000,  14590.0,
6424,BMW,R,850 R,2004,80000,   3490.0,
6425,YAMAHA,T-MAX,500,2009,40000,   5490.0,
6430,SUZUKI,VANVAN,125,2009,10000,   2590.0,
6437,PIAGGIO,BEVERLY,300,2019,10000,   2890.0,
6438,BMW,F,800 ST,2011,80000,   3190.0,
6442,BMW,R,1200 GS,2017,50000,  11500.0,
6444,KYMCO,AGILITY,125,2017,10000,   1790.0,
6446,KYMCO,LIKE,125,2012,10000,   1390.0,
6447,HONDA,FORZA,300,2020,10000,   4990.0,
6448,YAMAHA,X-MAX,250,2010,40000,   2390.0,
6453,TRIUMPH,TIGER,900,2003,80000,   2990.0,
6460,HONDA,[*AJ*] CBF,600 N,2005,50000,   1990.0,
6463,KAWASAKI,VN,900 CLASSIC,2007,40000,   4790.0,
6465,BMW,R,1200 R,2018,10000,  10490.0,
6502,YAMAHA,T-MAX,560,2021,10000,  13490.0, 9500.0
6518,KAWASAKI,NINJA,250,2008,19843,   2890.0, 1700.0
6524,BMW,650,ST,2007,10000,   2390.0,
6525,KYMCO,AGILITY,125,2021,10000,   1790.0,
6542,YAMAHA,TRACER,900,2019,10000,  10990.0,
6547,BMW,R,1250 R,2019,20000,  12790.0,
6552,YAMAHA,FZ6,S,2008,50000,   2890.0,
6561,TRIUMPH,TIGER,800,2011,30000,   6590.0,
6567,BMW,F,850 GS,2020,30000,  10290.0,
6570,SUZUKI,GSX,650 F,2009,50000,   2290.0,
6573,KAWASAKI,ER,6N,2009,60000,   2390.0,
6574,PIAGGIO,X EVO,125,2016,20000,   1690.0,
6583,HONDA,TRANSALP,XL 700 V,2013,50000,   4390.0,
6591,YAMAHA,[*AJ*] YZF,R1,2009,40000,   8990.0,
6594,HONDA,VARADERO,XL 125,2007,10000,   2690.0,
6607,HARLEY DAVIDSON,DYNA,STREET BOB,2007,40000,   9990.0,
6659,HONDA,CB,650R,2020,20000,   6790.0,
6676,BMW,R,1250 GS ADVENTURE,2021,10000,  23990.0,
6679,YAMAHA,TRICITY,125,2018,20000,   2490.0,
6682,PIAGGIO,BEVERLY,350,2012,40000,   3290.0,
6705,YAMAHA,T-MAX,530,2017,20000,   8490.0,
6721,YAMAHA,MAJESTY,400,2005,50000,   1790.0,
6738,BMW,F,900 R,2021,10000,   9790.0,
6755,KYMCO,SUPER DINK,350,2019,20000,   2800.0,
6761,BMW,F,800 S,2009,40000,   3490.0,
6763,KYMCO,SUPER DINK,125,2016,10000,   2490.0,
6764,YAMAHA,MT,07,2017,20000,   4990.0,
6778,HONDA,FORZA,300,2013,60000,   2290.0,
6780,HONDA,PCX,125,2021,10000,   2890.0,
6786,DUCATI,MONSTER,696,2008,40000,   3990.0,
6795,SUZUKI,BURGMAN,400,2003,40000,   1190.0,
6799,HONDA,[*AJ*] CBR,1000 RR REPSOL,2007,30000,   3590.0,
6803,HONDA,X-ADV,750,2017,10000,   7990.0,
6806,YAMAHA,X-MAX,125,2016,30000,   3190.0,
6811,HUSQVARNA,SVARTPILEN,401,2021,10000,   4790.0,
6812,YAMAHA,T-MAX,500,2004,60000,   3290.0,
6820,BMW,R,1200 GS,2006,80000,   5490.0,
6824,HONDA,SH,300,2018,10000,   4590.0,
6836,APRILIA,SX,50,2021,20000,   2990.0,
6839,DUCATI,MONSTER,797,2020,10000,   6890.0,
6844,YAMAHA,FZ6,S,2004,40000,   2490.0,
6849,HONDA,CBR,1000 RR FIREBLADE,2005,80000,   2990.0,
6851,BMW,F,900 XR,2020,10000,  10790.0,
6864,YAMAHA,T-MAX,530,2018,20000,   8990.0,
6865,KAWASAKI,VERSYS,650,2017,10000,   6590.0,
6868,SYM,JET,125,2019,10000,   2190.0,
6878,HONDA,DEAUVILLE,NT 700,2011,50000,   4690.0,
6882,BMW,F,650 GS,2000,80000,   2190.0,
6893,SUZUKI,GSR,600,2007,60000,   2290.0,
6900,HONDA,SH,300,2018,10000,   3890.0,
6918,BMW,R,1200 R,2006,60000,   5790.0,
6958,BENELLI,TRK,502,2020,20000,   5190.0,
6981,KAWASAKI,ER,6F,2009,30000,   2990.0,
6986,HONDA,FORZA,125,2016,30000,   3390.0,
6991,KAWASAKI,ER,6F,2010,30000,   3190.0,
7031,YAMAHA,AEROX,50 R,2018,10000,   1990.0,
7032,SUZUKI,BANDIT,650,2008,20000,   3290.0,
7036,SYM,MAXSYM,600,2016,30000,   3890.0,
7041,VESPA,GTS,125,2019,10000,   3990.0,
7053,KAWASAKI,Z,650,2020,10000,   5990.0,
7067,BMW,G,450 X,2018,10000,   6190.0,
7070,SUZUKI,BANDIT,650 S,2006,60000,   2290.0,
7073,KYMCO,PEOPLE,125,2015,20000,   1790.0,
7074,BMW,F,800 R,2009,40000,   4390.0,
7077,YAMAHA,FJR,1300,2015,50000,  12590.0,
7078,KTM,DUKE,200,2012,40000,   2190.0,
7080,HONDA,FORZA,300,2014,30000,   3190.0,
7082,BMW,R,1200 GS,2006,80000,   6290.0,
7085,HONDA,CB,125 R,2020,10000,   3790.0,
7088,PIAGGIO,LIBERTY,125,2019,10000,   2090.0,
7095,KEEWAY,RKF,125,2018,10000,   2390.0,
7096,HONDA,TRANSALP,XL 700 V,2009,60000,   3490.0,
7100,KYMCO,SUPER DINK,125,2012,30000,   1190.0,
7101,YAMAHA,YZF,R1,2007,40000,   6890.0,
7104,SUZUKI,BANDIT,650 S,2007,80000,   1690.0,
7114,YAMAHA,T-MAX,530,2015,40000,   7290.0,
7115,BMW,K,1600 GT,2014,40000,  14890.0,
7119,KAWASAKI,ER,6N,2014,10000,   4490.0,
7122,YAMAHA,X-MAX,400,2015,40000,   3490.0,
7125,KYMCO,SUPER DINK,300,2013,10000,   2690.0,
7136,YAMAHA,X-CITY,125,2010,40000,   1290.0,
7138,BMW,F,650 GS,2011,30000,   6290.0,
7143,BMW,R,1150 R,2006,80000,   2790.0,
7144,SUZUKI,GSX,S 750,2007,50000,   2790.0,
7145,BMW,K,100,1986,60000,   2190.0,
7147,KAWASAKI,Z,1000,2018,20000,   9790.0,
7158,HARLEY DAVIDSON,SOFTAIL,ROCKER,2011,10000,   5590.0,
7168,KAWASAKI,VN,900 CLASSIC,2008,60000,   3990.0,
7174,SYM,SYMPHONY,125,2020,10000,   1990.0,
7180,YAMAHA,V-MAX,V-MAX,2009,20000,   7990.0,
7181,HONDA,CB,600 F HORNET,2008,40000,   3390.0,
7191,SUZUKI,VANVAN,125,2016,10000,   3290.0,
7193,BMW,F,800 R,2014,30000,   4990.0,
7202,YAMAHA,X-MAX,400,2017,10000,   4890.0,
7208,VESPA,GTV,300,2021,10000,   4590.0,
7209,HONDA,CROSSTOURER,V4,2012,80000,   7990.0,
7211,SUZUKI,INAZUMA,250,2014,40000,   1590.0,
7213,KYMCO,SUPER DINK,125,2010,30000,   1690.0,
7214,KYMCO,K-XCT,125,2016,40000,   1990.0,
7222,PIAGGIO,X10,350,2012,60000,   1590.0,
7224,SUZUKI,V-STROM,650,2006,80000,   2990.0,
7225,BMW,C,400 X,2020,10000,   5890.0,
7228,SYM,JET,125,2017,10000,   2290.0,
7231,KAWASAKI,VERSYS,1000,2015,20000,  10590.0,
7233,KYMCO,SUPER DINK,300,2014,20000,   2190.0,
7234,DUCATI,MULTIESTRADA,1260,2018,30000,  15990.0,
7235,MV AGUSTA,BRUTALE,910 S,2007,30000,   4590.0,
7236,KAWASAKI,Z,650,2018,20000,   4890.0,
7246,HONDA,PASSION,125 IE,2010,40000,   1490.0,
7248,KAWASAKI,Z,800,2014,20000,   5990.0,
7249,BMW,C,650 SPORT,2018,40000,   6490.0,
7254,BMW,R,1200 R,2006,40000,   4990.0,
7264,SUZUKI,GSX,R 125,2019,10000,   3090.0,
7265,HONDA,DEAUVILLE,NT 700,2010,60000,   3690.0,
7270,KAWASAKI,Z,800,2015,40000,   5390.0,
7274,KYMCO,AGILITY,125,2019,10000,   1790.0,
7285,MASH,BLACK SEVEN,125,2018,10000,   1890.0,
7289,SUZUKI,SV,650,2019,10000,   5590.0,
7294,KYMCO,AK,550,2018,20000,   6290.0,
7312,TRIUMPH,THRUXTON,THRUXTON,2017,20000,   7490.0,
7317,DERBI,GPR,50 RACING RACE REPLICA,2007,20000,   1690.0,
7321,SUZUKI,GSR,600,2008,40000,   2890.0,
7323,BMW,F,650 GS,2005,50000,   2390.0,
7324,HONDA,CB,600 F HORNET,2011,20000,   3990.0,
7326,YAMAHA,TRACER,900,2018,50000,   9490.0,
7328,YAMAHA,[*AJ*] MT,07 ABS,2019,20000,   5490.0,
7331,SYM,JOYMAX,300,2016,10000,   3490.0,
7332,YAMAHA,MT,07,2015,40000,   4390.0,
7337,DUCATI,MONSTER,696,2008,60000,   3490.0,
7338,HONDA,[*AJ*] CBF,600 N,2007,20000,   2890.0,
7351,BMW,[*AJ*] F,800 R,2012,80000,   2590.0,
7352,HONDA,SH,125,2014,20000,   2390.0,
7355,KAWASAKI,J,300,2014,20000,   2690.0,
7359,SUZUKI,GSX,R 1000,2007,50000,   6390.0,
7360,SUZUKI,V-STROM,650,2007,80000,   3190.0,
7372,HONDA,AFRICA TWIN,CRF 1000L,2016,40000,  10590.0,
7391,HONDA,CB,1000 R,2018,10000,  10690.0,
7393,KTM,EXC,250 SIX DAYS,2008,10000,   2990.0,
7403,PIAGGIO,LIBERTY,125,2013,10000,   1390.0,
7404,KAWASAKI,J,300,2017,10000,   3490.0,
7405,YAMAHA,MT,09,2015,30000,   6290.0,
7407,SYM,MAXSYM,600,2020,10000,   5990.0,
7422,YAMAHA,TRACER,700,2019,20000,   6290.0,
7423,KYMCO,AGILITY,125,2019,20000,   1590.0,
7425,SYM,CRUISYM,125,2020,10000,   3290.0,
7430,BMW,C,400 X,2020,10000,   6090.0,
7433,HONDA,CBF,600 N,2008,40000,   2790.0,
7435,SUZUKI,BURGMAN,150,2004,30000,    990.0,
7444,BMW,R,1200 GS ADVENTURE,2018,30000,  14490.0,
7449,SUZUKI,GSX,R 1000,2007,30000,   5490.0,
7461,SYM,SYMPHONY,125,2009,20000,   1190.0,
7467,HONDA,CBR,500R,2022,10000,   6790.0,
7469,SUZUKI,MARAUDER,125,2011,20000,   1990.0,
7483,SUZUKI,GSX,R 600,2006,40000,   4490.0,
7487,KTM,RC,125,2019,20000,   3290.0,
7490,KAWASAKI,NINJA,650,2017,10000,   4890.0,
7493,HONDA,DEAUVILLE,NT 600,2003,30000,   2990.0, 1200.0
7507,BMW,R,1200 RT 110 CV,2008,30000,   7990.0,
7510,YAMAHA,TRACER,900,2020,20000,  12290.0,10500.0
7516,SYM,JOYMAX,300,2013,20000,   2690.0,
7517,YAMAHA,MT,07,2019,10000,   5490.0,
7519,KTM,ADVENTURE,1190,2015,40000,  10490.0,
7528,HONDA,CBR,600 F,2004,50000,   2490.0,
7529,HONDA,FORZA,350,2021,20000,   4890.0,
7544,SUZUKI,GSX,650 F,2008,20000,   3690.0,
7553,KTM,DUKE,690,2017,20000,   4890.0,
7554,YAMAHA,T-MAX,500,2008,40000,   4990.0,
7556,BMW,R,1200 GS ADVENTURE,2012,80000,   9990.0,
7557,YAMAHA,MT,03,2007,30000,   2990.0,
7562,KAWASAKI,Z,750,2009,50000,   3750.0,
7578,DERBI,GP1,50,2009,30000,    990.0,
7587,KTM,ADVENTURE,1290,2020,10000,  13990.0,
7592,YAMAHA,FZ6,N,2008,60000,   2390.0,
7593,YAMAHA,YZF,R1,2012,22000,  12990.0, 9500.0
7597,HONDA,CB,650F,2015,40000,   4890.0,
7602,HONDA,VT,750 SHADOW,2004,60000,   2490.0,
7621,BMW,R,1200 GS,2017,80000,  11790.0,
7625,DUCATI,[*AJ*] MONSTER,821 DARK,2019,10000,   7990.0,
7627,HONDA,VARADERO,XL 1000V,2003,40000,   4990.0,
7631,KEEWAY,CRUISER,250,2014,5268,   1190.0,  450.0
7638,BUELL,LIGHTNING,CITYX XB 9 SX,2005,40000,   4990.0,
7640,HONDA,SILVER WING,600,2006,30000,   3890.0,
7649,SUZUKI,BANDIT,650 S,2005,50000,   2290.0,
7656,HUSQVARNA,TE,250,2015,10000,   4490.0,
7658,HONDA,[*AJ*] NC,750X,2019,20000,   6690.0,
7662,BMW,R,1200 GS ADVENTURE,2016,80000,  13290.0,
7664,SUZUKI,GLADIUS,650,2010,60000,   3090.0,
7669,YAMAHA,FZ6,N,2005,40000,   2590.0,
7676,YAMAHA,XV,1900 A MIDNIGHT STAR,2009,40000,   7990.0,
7677,HARLEY DAVIDSON,SPORTSTER,883 CUSTOM,2009,40000,   6990.0,
7683,YAMAHA,X-MAX,400,2015,20000,   3590.0,
7694,PIAGGIO,[*AJ*] X10,500 EXECUTIVE,2012,40000,   2990.0,
7700,HONDA,CBR,600 F,2000,10000,   2290.0,
7704,YAMAHA,DT,125 R,2008,10000,   1990.0,
7705,APRILIA,SHIVER,900,2019,20000,   5790.0,
7708,PIAGGIO,LIBERTY,125,2022,10000,   2690.0, 2000.0
7716,MOTO GUZZI,GRISO,8 V SPECIAL EDITION,2016,10000,   7990.0,
7717,KAWASAKI,Z,900,2021,10000,   8129.0,
7720,KTM,ADVENTURE,1050,2015,80000,   6590.0,
7728,SUZUKI,BANDIT,650,2019,20000,   4590.0,
7730,BMW,S,1000 R,2016,30000,   8990.0,
7736,YAMAHA,FZ6,S,2008,60000,   2190.0,
7738,SUZUKI,GS,500,2005,50000,   1590.0,
7739,SUZUKI,V-STROM,650,2017,30000,   6690.0,
7744,YAMAHA,XVS,650 DRAG STAR CLASSIC,2002,60000,   1990.0,
7751,SUZUKI,GSX,R 600,2008,60000,   3990.0,
7757,SUZUKI,MARAUDER,250,2005,20000,   1390.0,
7762,VESPA,LX,50,2014,20000,   1790.0,
7769,HONDA,CBF,500,2017,80000,   4990.0,
7770,BMW,S,1000R,2017,25000,  11290.0,10000.0
7772,SUZUKI,GSR,600,2008,50000,   2290.0,
7775,KEEWAY,SUPERLIGHT,125,2020,10000,   1890.0,
7776,SUZUKI,INTRUDER,250,2000,10000,   1690.0,
7781,BMW,R,1200 RT 110 CV,2015,76234,  12990.0,11000.0
7785,SUZUKI,[*AJ*] V-STROM,650 ABS,2007,40000,   4090.0,
7792,DUCATI,MULTIESTRADA,950,2019,10000,  12990.0,
7796,BENELLI,LEONCINO,500,2019,10000,   4490.0,
7798,TRIUMPH,STREET,TRIPLE,2009,30000,   3990.0,
7807,YAMAHA,T-MAX,530,2012,20000,   6990.0,
7821,YAMAHA,XT,1200 Z SUPER TENERE,2011,60000,   7490.0,
7828,HONDA,CBR,600 RR,2004,80000,   1990.0,
7848,KYMCO,AGILITY,125,2014,20000,   1590.0,
7849,YAMAHA,MT,07,2016,20000,   4590.0,
7852,MACBOR,SHIFTER,125,2019,10000,   1690.0,
7861,HONDA,CBF,500,2017,30000,   4790.0,
7868,HONDA,SH,300,2014,20000,   3490.0,
7874,YAMAHA,X-MAX,250,2006,30000,   1990.0,
7876,BMW,R,1250 RT,2017,40000,  17000.0,15000.0
7878,YAMAHA,YBR,125,2014,20000,   1590.0,
7879,BMW,R,1200 GS ADVENTURE,2015,40000,  13790.0,
7885,PIAGGIO,BEVERLY,300,2011,60000,   1990.0,
7886,HONDA,FORZA,125,2021,10000,   4890.0,
7887,PIAGGIO,NRG,50,2020,20000,   1690.0,
7889,BMW,F,800 GS ADVENTURE,2017,80000,   5790.0,
7896,BENELLI,TRK,502,2018,20000,   5190.0,
7897,BMW,C,400 GT,2019,10000,   7190.0,
7907,VESPA,GTS,300,2015,10000,   2990.0,
7910,SUZUKI,GSX,R 750,2005,60000,   3590.0,
7913,BMW,R,NINET PURE,2018,10000,  10690.0,
7927,KAWASAKI,ER,6F,2012,30000,   4090.0,
7929,BMW,R,1150 R,2002,80000,   2490.0,
7932,SUZUKI,INTRUDER,M800,2016,10000,   6490.0,
7941,YAMAHA,X-MAX,300,2019,10000,   4690.0,
7947,KAWASAKI,NINJA,125,2020,10000,   3890.0, 2900.0
7950,TRIUMPH,STREET,TRIPLE,2014,40000,   4590.0,
7958,SUZUKI,GLADIUS,650,2007,60000,   2590.0,
7959,YAMAHA,NEOS,100,2003,10000,    990.0,
7983,KYMCO,SUPER DINK,125,2012,20000,   1990.0,  850.0
7988,SUZUKI,BURGMAN,200,2013,30000,   1990.0,
8005,BMW,F,750 GS,2018,20000,   8990.0,
8008,SUZUKI,GSR,600,2008,30000,   2890.0,
8019,HONDA,VARADERO,XL 125,2017,10000,   2990.0,
8024,DUCATI,848,848,2010,40000,   6890.0,
8026,HONDA,CBR,600 RR,2003,60000,   2590.0,
8030,YAMAHA,YZF,R 125,2018,20000,   3790.0,
8035,HONDA,CBR,500R,2017,10000,   5390.0,
8048,KAWASAKI,J,125,2016,10000,   2590.0,
8049,DUCATI,MONSTER,696,2008,40000,   4190.0,
8052,KAWASAKI,Z,800,2013,60000,   4890.0,
8058,KAWASAKI,Z,1000,2011,50000,   5790.0,
8070,BMW,C,650 GT,2019,10000,   7890.0,
8071,KYMCO,GRAND DINK,300,2018,30000,   2590.0,
8074,SUZUKI,BANDIT,650 S,2007,20000,   3390.0,
8076,VESPA,PRIMAVERA,125,2018,4000,   3090.0, 2000.0
